City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,Yeppoon,AU,2022-01-21 01:52:45,-23.1333,150.7333,82.18,66,34,24.14
287,Port-Gentil,GA,2022-01-21 01:52:46,-0.7193,8.7815,79.41,79,100,7.16
288,Matara,LK,2022-01-21 01:52:46,5.9485,80.5353,73.35,83,63,2.77
289,Antalya,TR,2022-01-21 01:48:38,36.7741,30.7178,43.02,68,5,8.05
290,Olafsvik,IS,2022-01-21 01:52:46,64.8945,-23.7142,44.51,91,100,36.33
291,Tolmachevo,RU,2022-01-21 01:52:46,54.9824,82.7363,3.18,85,100,6.71
292,Gazli,UZ,2022-01-21 01:52:47,40.1333,63.45,36.14,66,0,13.11
293,Makakilo City,US,2022-01-21 01:52:47,21.3469,-158.0858,80.92,65,0,8.05
294,Marienburg,PL,2022-01-21 01:52:47,54.0359,19.0266,34.12,67,100,19.44
295,Nilanga,IN,2022-01-21 01:52:47,18.1,76.7667,65.77,41,67,6.78
296,Kiunga,PG,2022-01-21 01:52:48,-6.1219,141.2906,91.8,51,59,1.92
297,Kudahuvadhoo,MV,2022-01-21 01:52:48,2.6708,72.8944,80.62,71,96,10.36
298,Adrar,MR,2022-01-21 01:52:48,20.5022,-10.0711,63.68,17,69,12.3
299,Praia Da Vitoria,PT,2022-01-21 01:52:48,38.7333,-27.0667,61.75,94,20,17.05
300,Pishva,IR,2022-01-21 01:52:49,35.308,51.7267,27.61,36,65,18.3
301,Odweyne,SO,2022-01-21 01:52:49,9.4092,45.064,61.88,69,10,13.96
302,Necochea,AR,2022-01-21 01:52:49,-38.5473,-58.7368,71.04,89,97,19.01
303,Saint George,US,2022-01-21 01:51:55,37.1041,-113.5841,54.19,36,0,1.99
304,Tankhoy,RU,2022-01-21 01:52:49,51.5528,105.1306,15.26,93,99,1.7
305,Kabare,CD,2022-01-21 01:52:50,-2.4683,28.8242,60.6,97,100,1.3
306,Shuyskoye,RU,2022-01-21 01:52:50,59.3736,41.0305,22.26,91,100,10.56
307,Nelson Bay,AU,2022-01-21 01:52:50,-32.7167,152.15,77.95,63,100,14.79
308,Miguel Hidalgo,MX,2022-01-21 01:47:52,19.4225,-99.2028,62.01,43,100,4.0
309,Korla,CN,2022-01-21 01:52:50,41.7597,86.1469,26.55,49,9,3.85
310,Knysna,ZA,2022-01-21 01:52:51,-34.0363,23.0471,66.4,92,9,1.52
311,Ust-Kuyga,RU,2022-01-21 01:52:51,70.0167,135.6,-31.81,97,86,6.24
312,Sorsk,RU,2022-01-21 01:52:51,54.0033,90.2467,-3.1,100,14,3.87
313,Arica,CL,2022-01-21 01:49:01,-18.475,-70.3042,68.23,73,75,6.91
314,Murray Bridge,AU,2022-01-21 01:52:51,-35.1167,139.2667,93.13,28,100,20.0
315,Alyangula,AU,2022-01-21 01:52:52,-13.8483,136.4192,91.27,66,46,9.22
316,Najran,SA,2022-01-21 01:52:52,17.4924,44.1277,57.85,56,0,3.87
317,Mananjary,MG,2022-01-21 01:52:52,-21.2167,48.3333,71.38,93,90,7.38
318,Mecca,SA,2022-01-21 01:51:36,21.4267,39.8261,63.66,42,0,4.74
319,Malanje,AO,2022-01-21 01:52:52,-9.5402,16.341,59.79,85,100,3.53
320,Rawson,AR,2022-01-21 01:52:53,-43.3002,-65.1023,61.09,94,75,2.3
321,Labuan,MY,2022-01-21 01:53:53,5.2767,115.2417,79.16,94,40,1.01
322,Mahajanga,MG,2022-01-21 01:53:53,-15.7167,46.3167,75.22,100,40,3.44
323,Ornskoldsvik,SE,2022-01-21 01:53:53,63.2909,18.7153,28.22,63,0,18.41
324,Kamaishi,JP,2022-01-21 01:53:54,39.2667,141.8833,27.55,53,54,9.44
325,Los Llanos De Aridane,ES,2022-01-21 01:53:54,28.6585,-17.9182,60.55,89,0,5.01
326,Krasnyy Chikoy,RU,2022-01-21 01:53:54,50.3643,108.7512,4.66,97,95,0.56
327,Mbandaka,CD,2022-01-21 01:53:54,0.0487,18.2603,72.73,77,99,1.12
328,Ban Nahin,LA,2022-01-21 01:53:55,18.2418,104.2122,64.4,82,100,2.59
329,Bethanien,NA,2022-01-21 01:53:55,-26.502,17.1583,71.24,69,100,7.63
330,Yar-Sale,RU,2022-01-21 01:53:55,66.8333,70.8333,12.7,89,99,21.52
331,Mandera,KE,2022-01-21 01:53:56,3.9366,41.867,79.23,37,53,10.96
332,Okhotsk,RU,2022-01-21 01:53:56,59.3833,143.3,-7.01,73,80,11.07
333,San Vicente,AR,2022-01-21 01:53:56,-26.6167,-54.1333,73.31,65,2,2.55
334,Tarko-Sale,RU,2022-01-21 01:53:56,64.9225,77.785,10.31,93,17,15.59
335,Luderitz,NA,2022-01-21 01:53:57,-26.6481,15.1594,67.84,84,31,8.3
336,Bambous Virieux,MU,2022-01-21 01:53:57,-20.3428,57.7575,80.85,89,75,14.97
337,Peniche,PT,2022-01-21 01:53:57,39.3558,-9.3811,49.44,64,0,5.35
338,Tshane,BW,2022-01-21 01:53:57,-24.0196,21.8684,73.18,56,97,3.15
339,San Jeronimo,PE,2022-01-21 01:53:58,-11.9472,-75.2829,52.97,83,95,1.21
340,Fort Walton Beach,US,2022-01-21 01:53:58,30.4058,-86.6188,44.98,90,75,11.01
341,Avera,US,2022-01-21 01:53:58,33.194,-82.5271,51.67,93,100,6.93
342,Sobolevo,RU,2022-01-21 01:53:58,54.4299,31.8996,21.52,88,92,13.4
343,Mahon,ES,2022-01-21 01:53:59,39.8885,4.2658,43.36,93,0,3.44
344,Nesebar,BG,2022-01-21 01:53:59,42.7833,27.7333,38.35,66,87,7.34
345,Batemans Bay,AU,2022-01-21 01:53:59,-35.7167,150.1833,72.99,55,64,7.16
346,Mumford,GH,2022-01-21 01:53:59,5.2618,-0.759,78.75,74,32,2.75
347,Leningradskiy,RU,2022-01-21 01:53:59,69.3833,178.4167,-32.21,92,5,3.71
348,New Castle,US,2022-01-21 01:49:07,41.0037,-80.347,18.01,67,100,5.75
349,Wangaratta,AU,2022-01-21 01:54:00,-36.3667,146.3333,81.46,45,0,4.61
350,Lakes Entrance,AU,2022-01-21 01:54:00,-37.8811,147.981,74.16,53,0,7.67
351,Kushima,JP,2022-01-21 01:54:00,31.4583,131.2333,44.64,52,11,8.61
352,Butia,BR,2022-01-21 01:54:01,-30.1197,-51.9622,75.97,88,5,6.87
353,Kendari,ID,2022-01-21 01:54:01,-3.945,122.4989,83.7,67,100,7.29
354,Kieta,PG,2022-01-21 01:54:01,-6.2167,155.6333,80.1,85,100,4.12
355,Wencheng,CN,2022-01-21 01:54:01,33.0559,113.7978,32.56,93,100,8.21
356,Falam,MM,2022-01-21 01:54:02,22.9167,93.6833,50.99,62,0,1.68
357,Pingzhuang,CN,2022-01-21 01:54:02,42.0372,119.2889,14.4,53,72,4.56
358,Aksarka,RU,2022-01-21 01:54:02,66.5606,67.7975,12.88,91,100,19.75
359,Paamiut,GL,2022-01-21 01:54:02,61.994,-49.6678,19.06,87,100,8.32
360,La Ronge,CA,2022-01-21 01:54:03,55.1001,-105.2842,8.85,78,100,8.05
361,Tripoli,LY,2022-01-21 01:54:03,32.8752,13.1875,53.85,54,90,8.23
362,Huty,UA,2022-01-21 01:54:03,50.1332,35.3439,27.45,96,100,12.28
363,Cherskiy,RU,2022-01-21 01:54:03,68.75,161.3,-38.72,99,19,1.59
364,Dukat,RU,2022-01-21 01:54:04,62.55,155.55,-8.0,55,0,2.57
365,Boguchany,RU,2022-01-21 01:54:04,58.3814,97.4531,-1.39,100,90,2.37
366,Norman Wells,CA,2022-01-21 01:54:04,65.282,-126.8329,-16.56,63,75,18.41
367,Kahului,US,2022-01-21 01:50:15,20.8947,-156.47,82.42,71,40,6.91
368,Nhulunbuy,AU,2022-01-21 01:55:04,-12.2333,136.7667,90.21,62,40,10.36
369,Tilichiki,RU,2022-01-21 01:55:05,60.4667,166.1,-11.99,78,0,7.87
370,Sakakah,SA,2022-01-21 01:55:05,29.9697,40.2064,35.17,56,0,3.98
371,Ponta Delgada,PT,2022-01-21 01:55:05,37.7333,-25.6667,61.52,77,20,13.8
372,Meulaboh,ID,2022-01-21 01:55:05,4.1363,96.1285,79.21,80,12,3.91
373,Alice Springs,AU,2022-01-21 01:55:06,-23.7,133.8833,89.15,45,64,5.75
374,Taua,BR,2022-01-21 01:55:06,-5.9667,-40.3,75.54,57,88,6.46
375,Selfoss,IS,2022-01-21 01:55:06,63.9331,-20.9971,48.09,94,100,23.11
376,Mbanza-Ngungu,CD,2022-01-21 01:55:06,-5.25,14.8667,66.49,97,97,4.29
377,Abha,SA,2022-01-21 01:55:07,18.2164,42.5053,46.22,93,0,0.0
378,Ogbomosho,NG,2022-01-21 01:55:07,8.133,4.25,72.79,20,79,7.47
379,North Bend,US,2022-01-21 01:50:18,43.4065,-124.2243,51.93,99,100,11.5
380,Bathsheba,BB,2022-01-21 01:55:07,13.2167,-59.5167,77.61,78,40,20.71
381,Port Blair,IN,2022-01-21 01:55:07,11.6667,92.75,75.24,94,75,0.0
382,Les Escoumins,CA,2022-01-21 01:55:08,48.1111,-69.0236,0.75,94,4,5.37
383,Cervo,ES,2022-01-21 01:55:08,43.6702,-7.4101,50.97,70,100,20.29
384,Denia,ES,2022-01-21 01:55:08,38.8408,0.1057,49.84,75,24,3.0
385,Geraldton,AU,2022-01-21 01:55:08,-28.7667,114.6,104.41,9,0,18.41
386,Fershampenuaz,RU,2022-01-21 01:55:09,53.5202,59.8117,-13.32,100,62,4.61
387,Flinders,AU,2022-01-21 01:55:09,-34.5833,150.8552,74.21,66,83,11.03
388,Bucerias,MX,2022-01-21 01:55:09,20.75,-105.3333,75.97,93,100,5.48
389,Cidreira,BR,2022-01-21 01:55:09,-30.1811,-50.2056,76.93,91,3,15.01
390,Mabaruma,GY,2022-01-21 01:55:10,8.2,-59.7833,71.96,99,84,2.84
391,Kalmunai,LK,2022-01-21 01:55:10,7.4167,81.8167,70.97,78,97,6.42
392,Seoul,KR,2022-01-21 01:50:29,37.5683,126.9778,24.4,66,0,5.75
393,Naze,JP,2022-01-21 01:55:10,28.3667,129.4833,58.12,57,99,12.08
394,Stolin,BY,2022-01-21 01:55:10,51.8912,26.846,27.72,89,100,19.24
395,Abong Mbang,CM,2022-01-21 01:55:11,3.9833,13.1833,62.15,42,46,1.57
396,Szentkiralyszabadja,HU,2022-01-21 01:55:11,47.0576,17.9705,29.05,75,96,14.67
397,Rongcheng,CN,2022-01-21 01:55:11,30.634,117.8517,42.96,80,100,4.45
398,Wuwei,CN,2022-01-21 01:55:11,37.9281,102.6414,25.99,40,18,1.74
399,Codrington,AU,2022-01-21 01:55:12,-38.2667,141.9667,88.3,25,0,8.55
400,Harper,LR,2022-01-21 01:55:12,4.375,-7.7169,77.41,78,4,0.81
401,Novyy Urgal,RU,2022-01-21 01:55:12,51.0736,132.5642,-17.25,95,97,0.85
402,Maridi,SS,2022-01-21 01:55:12,4.9158,29.4742,68.76,33,94,3.62
403,Camacha,PT,2022-01-21 01:55:13,33.0833,-16.3333,62.02,63,20,21.85
404,Sinnamary,GF,2022-01-21 01:53:12,5.3833,-52.95,76.8,90,66,11.81
405,Swan Hill,AU,2022-01-21 01:55:13,-35.3378,143.5544,84.85,25,1,14.79
406,Mason City,US,2022-01-21 01:55:13,43.1536,-93.201,-4.67,95,8,0.63
407,Progreso,MX,2022-01-21 01:55:14,21.2833,-89.6667,76.1,81,7,14.03
408,Edd,ER,2022-01-21 01:55:14,13.9297,41.6925,76.48,74,97,11.32
409,Iralaya,HN,2022-01-21 01:56:14,15.0,-83.2333,77.25,85,10,9.37
410,Tura,IN,2022-01-21 01:56:14,25.5198,90.2201,55.81,83,19,3.13
411,Barra Da Estiva,BR,2022-01-21 01:56:15,-13.6261,-41.3269,65.21,91,42,3.2
412,La Baule-Escoublac,FR,2022-01-21 01:56:15,47.2922,-2.364,35.55,90,0,4.61
413,Qaqortoq,GL,2022-01-21 01:56:15,60.7167,-46.0333,20.86,87,100,18.48
414,Uruzgan,AF,2022-01-21 01:56:16,32.8333,66.0,31.44,51,0,9.48
415,Nantucket,US,2022-01-21 01:56:16,41.2835,-70.0995,34.09,70,100,22.12
416,Torrelodones,ES,2022-01-21 01:56:16,40.5765,-3.9266,39.2,84,9,3.65
417,Kruisfontein,ZA,2022-01-21 01:56:16,-34.0033,24.7314,68.88,95,45,7.81
418,Wilkie,CA,2022-01-21 01:56:17,52.4168,-108.7014,27.9,93,100,4.25
419,Hope,US,2022-01-21 01:56:17,33.6671,-93.5916,35.08,41,93,9.82
420,Verkhoyansk,RU,2022-01-21 01:56:17,67.5447,133.385,-38.13,96,42,0.58
421,Lao Cai,VN,2022-01-21 01:56:17,22.4833,103.95,59.88,96,100,2.21
422,Khrebtovaya,RU,2022-01-21 01:56:18,56.7032,104.2494,-9.99,100,100,3.44
423,Berlevag,NO,2022-01-21 01:56:18,70.8578,29.0864,27.54,75,100,26.57
424,Suluova,TR,2022-01-21 01:56:18,40.8313,35.6479,19.26,73,0,0.0
425,Sarangani,PH,2022-01-21 01:56:19,5.4033,125.4636,81.27,75,100,15.19
426,Ayan,RU,2022-01-21 01:56:19,56.45,138.1667,-0.08,75,12,6.11
427,Alta Floresta,BR,2022-01-21 01:56:19,-9.8756,-56.0861,70.59,96,91,3.53
428,Honningsvag,NO,2022-01-21 01:56:19,70.9821,25.9704,28.74,66,100,25.48
429,Waw,SS,2022-01-21 01:56:20,7.7029,27.9953,68.27,23,91,5.64
430,Sasina,BA,2022-01-21 01:56:20,44.7987,16.739,31.98,94,100,2.95
431,Hasaki,JP,2022-01-21 01:56:20,35.7333,140.8333,39.6,44,1,21.92
432,Mangrol,IN,2022-01-21 01:56:20,21.1167,70.1167,70.66,87,5,8.55
433,Bronnoysund,NO,2022-01-21 01:56:21,65.4625,12.1997,33.8,64,75,9.22
434,Poum,NC,2022-01-21 01:56:21,-20.2333,164.0167,81.77,76,100,7.07
435,Alofi,NU,2022-01-21 01:56:11,-19.0595,-169.9187,85.89,66,75,17.27
436,Muzhi,RU,2022-01-21 01:56:21,65.3667,64.6667,14.81,89,100,15.7
437,Kongolo,CD,2022-01-21 01:56:22,-5.3833,27.0,67.35,97,97,1.23
438,Huntsville,US,2022-01-21 01:53:04,34.7304,-86.5861,28.56,78,100,5.01
439,Palmer,US,2022-01-21 01:56:22,42.1584,-72.3287,25.56,49,99,1.01
440,Nabire,ID,2022-01-21 01:56:22,-3.3667,135.4833,86.2,68,62,3.98
441,Moose Jaw,CA,2022-01-21 01:56:22,50.4001,-105.5344,25.05,74,100,25.32
442,Maceio,BR,2022-01-21 01:56:23,-9.6658,-35.7353,78.24,88,20,2.3
443,Puerto Del Rosario,ES,2022-01-21 01:56:23,28.5004,-13.8627,65.95,52,100,5.75
444,Urumqi,CN,2022-01-21 01:56:23,43.801,87.6005,22.15,93,100,2.24
445,Altamira,BR,2022-01-21 01:56:23,-3.2033,-52.2064,75.31,83,84,2.59
446,Laje,BR,2022-01-21 01:56:24,-10.1833,-40.9667,71.91,71,37,4.59
447,Palasa,IN,2022-01-21 01:56:24,18.7667,84.4167,69.26,87,2,4.47
448,Lazaro Cardenas,MX,2022-01-21 01:56:24,17.9583,-102.2,76.26,73,100,3.04
449,Padang,ID,2022-01-21 01:56:24,-0.9492,100.3543,80.65,68,98,2.98
450,Kenai,US,2022-01-21 01:55:20,60.5544,-151.2583,26.02,92,100,11.5
451,Hofn,IS,2022-01-21 01:56:25,64.2539,-15.2082,42.94,87,100,15.28
452,Pekan,MY,2022-01-21 01:56:25,3.4836,103.3996,78.91,74,27,9.24
453,Grindavik,IS,2022-01-21 01:56:25,63.8424,-22.4338,48.15,93,75,35.68
454,Teya,RU,2022-01-21 01:56:25,60.3778,92.6267,-3.33,100,94,3.96
455,Arman,RU,2022-01-21 01:56:26,59.7,150.1667,3.42,74,9,4.65
456,Valparaiso,CL,2022-01-21 01:52:09,-33.0393,-71.6273,62.24,41,0,5.75
457,Santiago,CL,2022-01-21 01:57:26,-33.4569,-70.6483,70.99,32,0,9.22
458,Saint-Ambroise,CA,2022-01-21 01:57:26,48.5501,-71.3324,-9.09,99,55,2.82
459,Lagoa,PT,2022-01-21 01:57:27,39.05,-27.9833,61.0,87,100,19.64
460,Salalah,OM,2022-01-21 01:57:27,17.0151,54.0924,72.93,62,4,13.27
461,Malakal,SS,2022-01-21 01:57:27,9.5334,31.6605,69.01,15,27,9.51
462,Vangaindrano,MG,2022-01-21 01:57:27,-23.35,47.6,71.65,91,90,7.05
463,Samarai,PG,2022-01-21 01:57:27,-10.6167,150.6667,84.96,70,100,8.84
464,Tabas,IR,2022-01-21 01:57:28,33.5959,56.9244,40.5,23,85,13.78
465,Olden,NO,2022-01-21 01:57:28,61.8364,6.8064,35.91,97,100,3.31
466,Yumen,CN,2022-01-21 01:57:28,40.2833,97.2,21.24,47,1,0.85
467,Yulara,AU,2022-01-21 01:57:29,-25.2406,130.9889,82.24,61,75,10.36
468,Peleduy,RU,2022-01-21 01:57:29,59.6289,112.7406,7.65,95,100,6.89
469,San Luis,AR,2022-01-21 01:54:59,-33.295,-66.3356,71.55,81,85,5.66
470,Marzuq,YE,2022-01-21 01:57:29,14.4,46.4667,59.38,33,39,2.21
471,Burns Lake,CA,2022-01-21 01:57:29,54.2331,-125.7533,27.82,95,2,3.11
472,Zhmerynka,UA,2022-01-21 01:57:30,49.037,28.112,26.85,89,54,15.23
473,Poya,NC,2022-01-21 01:57:30,-21.35,165.15,83.73,75,100,10.78
474,Nicolas Bravo,MX,2022-01-21 01:57:30,18.45,-88.9167,68.76,97,8,3.06
475,Vila Velha,BR,2022-01-21 01:57:30,-20.3297,-40.2925,80.55,79,75,6.91
476,Inhambane,MZ,2022-01-21 01:57:31,-23.865,35.3833,74.14,74,100,9.46
477,Orocue,CO,2022-01-21 01:57:31,4.7912,-71.3354,82.67,43,16,5.48
478,Verkhnyaya Inta,RU,2022-01-21 01:57:31,65.9811,60.3094,17.47,81,100,17.65
479,Dovbysh,UA,2022-01-21 01:57:31,50.3733,27.9874,23.27,94,75,14.83
480,Mancora,PE,2022-01-21 01:57:32,-4.1078,-81.0475,77.13,67,89,18.37
481,Novobirilyussy,RU,2022-01-21 01:57:32,56.9514,90.6661,5.09,98,98,1.99
482,Basco,PH,2022-01-21 01:57:32,20.4487,121.9702,74.05,78,100,28.74
483,Santa Isabel Do Rio Negro,BR,2022-01-21 01:57:32,-0.4139,-65.0192,73.18,98,100,2.57
484,Batagay-Alyta,RU,2022-01-21 01:57:33,67.8006,130.4114,-18.02,89,82,4.61
485,Cayenne,GF,2022-01-21 01:57:33,4.9333,-52.3333,77.04,89,75,5.01
486,Sirjan,IR,2022-01-21 01:57:33,29.452,55.6814,35.24,73,0,7.76
487,Moron,AR,2022-01-21 01:57:33,-34.6534,-58.6198,80.02,92,50,4.0
488,Mitsamiouli,KM,2022-01-21 01:57:34,-11.3847,43.2844,79.84,80,100,13.96
489,Kununurra,AU,2022-01-21 01:57:34,-15.7667,128.7333,89.58,66,75,3.44
490,Mattawa,US,2022-01-21 01:57:34,46.7379,-119.9028,50.0,61,0,11.01
491,Saint Anthony,US,2022-01-21 01:57:34,45.0205,-93.218,-1.17,72,6,1.01
492,Magadan,RU,2022-01-21 01:57:34,59.5667,150.8,3.6,71,8,3.33
493,Maningrida,AU,2022-01-21 01:57:35,-12.0667,134.2667,87.76,64,50,5.97
494,Tutoia,BR,2022-01-21 01:57:17,-2.7619,-42.2744,82.38,89,100,9.93
495,Te Anau,NZ,2022-01-21 01:57:35,-45.4167,167.7167,66.24,54,73,2.86
496,Karratha,AU,2022-01-21 01:57:35,-20.7377,116.8463,94.32,41,0,7.56
497,Middelburg,ZA,2022-01-21 01:57:35,-25.7751,29.4648,52.74,89,0,6.35
498,Ankazoabo,MG,2022-01-21 01:57:36,-22.2833,44.5167,68.27,81,54,6.24
499,Limpapa,PH,2022-01-21 01:57:36,7.1197,121.9106,81.73,75,96,3.85
500,Navahrudak,BY,2022-01-21 01:57:36,53.6,25.8333,25.81,93,100,24.0
501,Serenje,ZM,2022-01-21 01:57:36,-13.2325,30.2352,61.16,98,100,3.04
502,Shimoda,JP,2022-01-21 01:57:37,34.6667,138.95,44.96,86,100,6.08
503,Carahue,CL,2022-01-21 01:57:37,-38.7,-73.1667,48.92,95,0,1.57
504,Porbandar,IN,2022-01-21 01:56:53,21.6422,69.6093,70.81,89,2,7.27
505,Borup,DK,2022-01-21 01:58:37,55.4947,11.9758,36.59,74,0,12.66
506,Yankton,US,2022-01-21 01:58:38,42.8711,-97.3973,8.11,34,0,10.49
507,Guerrero Negro,MX,2022-01-21 01:58:34,27.9769,-114.0611,67.95,36,0,18.25
508,Mangan,IN,2022-01-21 01:58:38,27.5167,88.5333,48.78,62,95,3.02
509,Changtu,CN,2022-01-21 01:58:38,42.7788,124.0955,13.71,34,13,5.12
510,Puerto Quijarro,BO,2022-01-21 01:58:38,-17.7833,-57.7667,73.29,96,96,4.41
511,Muros,ES,2022-01-21 01:58:39,42.7762,-9.0603,51.1,66,0,17.16
512,Lasa,IT,2022-01-21 01:58:39,46.6166,10.7002,29.14,95,51,9.71
513,Mayo,US,2022-01-21 01:58:39,38.8876,-76.5119,32.25,59,0,5.99
514,Mopipi,BW,2022-01-21 01:58:39,-21.1833,24.8833,72.84,46,84,12.64
515,Dubai,AE,2022-01-21 01:56:56,25.2582,55.3047,68.25,42,0,24.16
516,Sola,VU,2022-01-21 01:58:40,-13.8833,167.55,83.97,75,98,15.26
517,Tevaitoa,PF,2022-01-21 01:58:40,-16.7833,-151.5,81.19,75,100,20.2
518,Fuyang,CN,2022-01-21 01:58:40,32.9,115.8167,37.9,66,98,14.25
519,Keetmanshoop,NA,2022-01-21 01:58:40,-26.5833,18.1333,70.97,69,93,9.55
520,Wiltz,LU,2022-01-21 01:58:41,49.9689,5.9319,34.5,86,41,6.78
521,San Andres,CO,2022-01-21 01:58:41,12.5847,-81.7006,82.42,74,20,14.97
522,Hervey Bay,AU,2022-01-21 01:58:41,-25.2986,152.8535,79.03,71,45,26.71
523,Khandyga,RU,2022-01-21 01:58:41,62.6667,135.6,-34.33,97,50,2.08
524,Fukue,JP,2022-01-21 01:58:42,32.6881,128.8419,46.76,57,75,9.22
525,Bazarnyye Mataki,RU,2022-01-21 01:58:42,54.8833,49.9333,6.1,98,91,8.57
526,Kidal,ML,2022-01-21 01:58:42,18.4411,1.4078,55.58,22,0,11.07
527,Palmares Do Sul,BR,2022-01-21 01:58:42,-30.2578,-50.5097,77.34,87,40,11.61
528,Chicama,PE,2022-01-21 01:58:43,-7.8447,-79.1469,66.74,75,52,7.65
529,Ahmadpur,IN,2022-01-21 01:58:43,18.7,76.9333,65.37,43,13,5.91
530,Ondjiva,AO,2022-01-21 01:58:43,-17.0667,15.7333,66.13,73,100,4.23
531,Moratuwa,LK,2022-01-21 01:58:43,6.773,79.8816,66.22,87,79,5.82
532,Visby,SE,2022-01-21 01:58:44,57.6409,18.296,32.77,64,100,31.07
533,Portree,GB,2022-01-21 01:58:44,57.4129,-6.1942,42.85,96,100,5.7
534,Chapayeve,UA,2022-01-21 01:58:44,49.3662,35.8749,26.42,98,100,13.71
535,Isangel,VU,2022-01-21 01:58:44,-19.55,169.2667,84.31,84,75,4.61
536,Varzea Da Palma,BR,2022-01-21 01:58:45,-17.5981,-44.7308,71.94,81,4,1.54
537,Petatlan,MX,2022-01-21 01:58:45,17.5167,-101.2667,73.18,81,94,3.27
538,Iquique,CL,2022-01-21 01:58:45,-20.2208,-70.1431,71.64,83,98,1.77
539,Zheshart,RU,2022-01-21 01:58:45,62.0731,49.5733,18.36,93,100,7.74
540,Humaita,BR,2022-01-21 01:58:46,-7.5061,-63.0208,73.69,98,100,2.01
541,Unai,BR,2022-01-21 01:58:46,-16.3575,-46.9061,70.41,71,0,1.61
542,Zalegoshch,RU,2022-01-21 01:58:46,52.9008,36.8869,22.77,95,100,14.12
543,Winthrop,US,2022-01-21 01:58:46,42.3751,-70.9828,28.45,46,100,5.99
544,Turtas,RU,2022-01-21 01:58:47,58.9417,69.1325,13.77,89,100,8.37
545,Caravelas,BR,2022-01-21 01:58:47,-17.7125,-39.2481,75.15,92,0,4.34
546,Erzin,TR,2022-01-21 01:58:47,36.9559,36.2,30.72,60,0,2.75
547,San Vicente De Canete,PE,2022-01-21 01:58:47,-13.0751,-76.3835,70.93,91,97,8.59
548,Lumut,MY,2022-01-21 01:58:48,4.2323,100.6298,79.16,94,20,2.3
549,Kodinar,IN,2022-01-21 01:58:48,20.7903,70.7031,67.73,90,2,7.25
550,Caranavi,BO,2022-01-21 01:58:48,-15.8167,-67.55,63.88,99,100,2.62
